university,career,inscription_date,gender,age,location,email,first_name,last_name
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-17,female,45,colonia dos rosas y la legua,deborah98@hotmail.com,carrie,arias
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-17,male,103,acerillos,eandrews@hotmail.com,eric,hogan
universidad tecnológica nacional,ingeniería en informática,2020-12-09,male,37,altamira,jillleonard@gmail.com,ian,hernandez
universidad tecnológica nacional,bioquímica,2020-11-07,female,77,base naval rio santiago,sholmes@hotmail.com,jacqueline,vaughn
universidad tecnológica nacional,licenciatura en artes,2020-10-25,male,112,aguay,marcus47@yahoo.com,jonathan,wilson
universidad tecnológica nacional,diseño industrial,2021-01-07,male,46,aldea santafecina,tyler83@yahoo.com,andrew,valdez
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-11-06,female,46,22 de mayo,tylerlee@yahoo.com,helen,shepherd
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-27,female,77,balneario la caleta,sstevenson@yahoo.com,alexa,cabrera
universidad tecnológica nacional,bioquímica,2021-01-14,female,31,aguas calientes,jenniferrodriguez@yahoo.com,shelly,salazar
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-13,female,99,la ines,troynash@hotmail.com,rhonda,gaines
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-17,female,110,arroyo aguila negra,qolson@hotmail.com,rachel,mosley
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-10,male,7,agua colorada,charlesbarnes@hotmail.com,lonnie,gomez
universidad tecnológica nacional,técnico para bioterios,2020-11-19,female,85,kilometro 45,lross@gmail.com,cassandra,reed
universidad tecnológica nacional,bioquímica,2021-01-12,female,1,llavallol,tthompson@yahoo.com,kelly,stevens
universidad tecnológica nacional,licenciatura en artes,2020-12-15,female,79,la gama,tashawood@gmail.com,rachel,beck
universidad tecnológica nacional,técnico para bioterios,2020-12-19,female,13,agote,lisa43@hotmail.com,lisa,keller
universidad tecnológica nacional,agronomía,2020-11-28,male,8,la esperanza rosas las flores,michael85@yahoo.com,casey,hernandez
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-10-23,male,12,lierra adjemiro,michellebailey@yahoo.com,james,smith
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-22,female,114,chacras viejas,michaelhart@hotmail.com,madeline,cook
universidad tecnológica nacional,licenciatura en administración,2020-10-10,female,74,cholila,christopher42@gmail.com,tonya,ross
universidad tecnológica nacional,medicina,2020-12-02,female,58,9 de julio,annapatel@yahoo.com,amber,madden
universidad tecnológica nacional,agronomía,2020-11-21,male,85,candelaria sud,joseph66@gmail.com,shane,trevino
universidad tecnológica nacional,licenciatura en musicoterapia,2020-12-16,female,102,13 de enero,michele74@gmail.com,veronica,rowe
universidad tecnológica nacional,licenciatura en psicología,2020-11-17,male,102,el tropezon,xhines@gmail.com,charles,jones
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-19,male,1,aromos,mary04@hotmail.com,edward,garner
universidad tecnológica nacional,ciencias veterinarias,2020-11-03,female,23,campo gimenez,kevin58@gmail.com,kimberly,galloway
universidad tecnológica nacional,contador público,2020-10-26,female,116,la querencia,jackreese@yahoo.com,mrs.,megan
universidad tecnológica nacional,licenciatura en sociología,2020-09-18,female,28,campo el jacaranda,bethanywatson@gmail.com,melissa,green
universidad tecnológica nacional,contador público,2020-12-05,male,96,calchaqui,lorettabarnes@gmail.com,albert,kelly
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-15,male,75,ingeniero williams,staffordwilliam@gmail.com,douglas,boyd
universidad tecnológica nacional,licenciatura en psicología,2021-01-14,male,28,campo sabate,whitney70@gmail.com,joshua,franklin
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-15,female,68,castilla,johnmcdaniel@yahoo.com,brittany,pena
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-22,female,107,colonia hansen,tlogan@gmail.com,jennifer,campbell
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-29,male,6,quilmes,james28@gmail.com,martin,roach
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-05,male,75,los sembrados,fritzbeth@hotmail.com,gregory,liu
universidad tecnológica nacional,ciencias veterinarias,2020-10-26,female,40,colonia bombal y tabanera,theresa04@hotmail.com,katherine,reed
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-12,female,33,alto verde,stevenrobertson@hotmail.com,pamela,morrison
universidad tecnológica nacional,ingeniería electrónica,2021-01-06,female,55,anahi,brandy22@gmail.com,patricia,murphy
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-19,male,3,paso del rey,qsosa@yahoo.com,troy,miller
universidad tecnológica nacional,ingeniería mecánica,2021-01-06,female,66,antelo,stevengomez@hotmail.com,jodi,gamble
universidad tecnológica nacional,ingeniería mecánica,2021-01-06,male,84,bernardo larroude,ireynolds@yahoo.com,peter,holloway
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-26,female,15,bonpland norte,john33@hotmail.com,margaret,maldonado
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-03,female,35,cuartel v,wcollier@gmail.com,jennifer,cervantes
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-19,female,30,asuncion,ryandeborah@gmail.com,michelle,petersen
universidad tecnológica nacional,agronomía,2020-11-09,female,19,buena esperanza,smorris@gmail.com,andrea,kennedy
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-12-30,male,101,colonia lote 12,michellesantiago@yahoo.com,curtis,allen
universidad tecnológica nacional,farmacia,2020-09-06,female,67,atucha,dperez@gmail.com,shirley,scott
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-13,female,82,colonia santa rosa,vjones@gmail.com,isabella,ferrell
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-26,male,95,cabure,torressandra@gmail.com,tracy,reed
universidad tecnológica nacional,licenciatura en ciencias ambientales,2021-01-28,male,5,saladillo norte,obanks@yahoo.com,phillip,myers
universidad tecnológica nacional,contador público,2020-11-14,male,28,el molle,heathkyle@gmail.com,caleb,palmer
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-12-28,male,95,landeta,lponce@hotmail.com,christopher,brown
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-11-14,male,89,larrechea,sheilacrane@yahoo.com,david,powell
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-04,male,16,villa raffo,youngnancy@gmail.com,eric,ferguson
universidad tecnológica nacional,agronomía,2020-09-21,male,63,adolfo alsina,matthewdougherty@hotmail.com,michael,clay
universidad tecnológica nacional,licenciatura en administración,2020-11-02,male,93,ataliva,shaweileen@yahoo.com,ryan,gibson
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2021-01-12,male,19,el carmen,cindymatthews@gmail.com,keith,combs
universidad tecnológica nacional,contador público,2020-09-08,male,11,la oriental,hedwards@hotmail.com,jaime,morrison
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-28,male,91,aguara,greenepatricia@gmail.com,alan,nichols
universidad tecnológica nacional,bioquímica,2020-10-03,male,10,bacacay,potterrandy@gmail.com,rickey,gonzalez
universidad tecnológica nacional,ingeniería mecánica,2020-12-25,male,95,chacras viejas,ashleyoliver@gmail.com,zachary,vang
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-04,female,22,moron,christinawashington@yahoo.com,gabrielle,johnson
universidad tecnológica nacional,farmacia,2020-11-05,female,54,campo de galnasi,cford@hotmail.com,tiffany,perez
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-31,female,30,la bilbaina,melanie03@hotmail.com,jennifer,mason
universidad tecnológica nacional,ingeniería electrónica,2020-11-13,female,77,kilometro 125,lawrence13@hotmail.com,anita,ramsey
universidad tecnológica nacional,farmacia,2020-09-17,female,64,cañada seca,victorjenkins@yahoo.com,jennifer,maldonado
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-10-11,female,62,aguango,scopeland@yahoo.com,allison,williams
universidad tecnológica nacional,farmacia,2020-11-28,female,45,los cardos,campbellnatasha@yahoo.com,monica,mendoza
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-11-23,female,108,recalde,bensondana@yahoo.com,kathleen,rice
universidad tecnológica nacional,ciencias veterinarias,2020-10-04,female,1,bahia creek,rubenguerra@gmail.com,lauren,whitaker
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2021-01-10,female,28,la california,tinamurray@gmail.com,sara,howell
universidad tecnológica nacional,licenciatura en administración,2021-02-01,male,54,general san martin,rosejoshua@gmail.com,bradley,gray
universidad tecnológica nacional,ingeniería mecánica,2021-01-30,male,46,1 de mayo,benjamin17@hotmail.com,russell,schwartz
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-12-13,male,9,bella vista,singhteresa@yahoo.com,samuel,johnson
universidad tecnológica nacional,diseño industrial,2020-12-17,female,30,bouquet,alexanderanderson@gmail.com,carmen,mccann
universidad tecnológica nacional,licenciatura en psicología,2020-10-02,female,67,bajo de los huesos,nicholascosta@hotmail.com,angel,williams
universidad tecnológica nacional,contador público,2020-12-14,female,21,fortin chaco,ruizshannon@yahoo.com,cynthia,walters
universidad tecnológica nacional,licenciatura en psicología,2021-01-19,male,20,el jupiter,kathryn95@yahoo.com,russell,liu
universidad tecnológica nacional,ingeniería electrónica,2020-11-04,female,19,ingeniero thompson,michelegreen@hotmail.com,heather,glenn
universidad tecnológica nacional,medicina,2020-12-22,male,108,comodoro py,dillonallison@yahoo.com,oscar,aguilar
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-06,female,66,hurlingham,tiffanymitchell@gmail.com,stephanie,stevens
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2021-01-26,female,99,llavallol,elizabeth81@yahoo.com,ashley,smith
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-13,female,18,manuel ocampo,yanggregory@yahoo.com,susan,taylor
universidad tecnológica nacional,contador público,2020-09-16,male,86,berazategui,emilymartin@hotmail.com,seth,rodriguez
universidad tecnológica nacional,medicina,2021-01-24,female,19,alto nuestra señora del valle,bradleymoore@hotmail.com,amber,weaver
universidad tecnológica nacional,licenciatura en sociología,2020-10-31,male,60,caminera samborombon,imayo@hotmail.com,david,kim
universidad tecnológica nacional,licenciatura en psicología,2020-12-07,female,28,25 de mayo,perezmelissa@gmail.com,michelle,lopez
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-24,female,84,23 de agosto,currymargaret@yahoo.com,sue,banks
universidad tecnológica nacional,farmacia,2020-10-17,female,113,arrechea,scarroll@gmail.com,lauren,morris
universidad tecnológica nacional,medicina,2020-09-30,female,99,chamical,pprice@yahoo.com,miss,debra
universidad tecnológica nacional,contador público,2020-11-27,male,49,peyrano,davidbenson@gmail.com,timothy,cervantes
universidad tecnológica nacional,ciencias veterinarias,2020-11-05,male,16,desvio kilometro 55,christopherblair@gmail.com,dustin,mclean
universidad tecnológica nacional,licenciatura en psicología,2021-01-29,male,74,maori,wprice@gmail.com,marvin,cook
universidad tecnológica nacional,arquitectura,2020-10-24,female,105,la ribera,antonio54@hotmail.com,wendy,glenn
universidad tecnológica nacional,diseño industrial,2020-09-10,female,102,colonia el potrero,michael16@gmail.com,melanie,anderson
universidad tecnológica nacional,diseño industrial,2020-10-31,male,7,el perdido est jose guisasola,georgebenjamin@hotmail.com,levi,rios
universidad tecnológica nacional,agronomía,2020-11-04,female,46,nonogasta,lauren35@yahoo.com,jennifer,sanchez
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-21,female,33,sierra de la ventana,dpollard@hotmail.com,jessica,simpson
universidad tecnológica nacional,bioquímica,2020-09-08,female,52,buena vista,adrianhart@hotmail.com,kim,gutierrez
universidad tecnológica nacional,licenciatura en ciencia política,2021-01-31,male,102,barrancas coloradas,kmiller@yahoo.com,richard,harris
universidad tecnológica nacional,licenciatura en administración,2020-10-21,male,2,9 de julio,gilmorejon@gmail.com,andrew,gonzales
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-06,male,56,barrio el molino,ericsmith@yahoo.com,christopher,newton
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-26,female,44,agua amarilla la hoyada,michael50@hotmail.com,joanne,hester
universidad tecnológica nacional,agronomía,2021-01-13,female,4,canning,cisneroshenry@gmail.com,christine,oliver
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-14,female,27,aurelia,vwilkins@hotmail.com,heather,hodge
universidad tecnológica nacional,licenciatura en ciencias de la computación,2021-01-07,female,55,abasto,raylarsen@gmail.com,allison,acosta
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-10-26,female,91,acheral,gordonmonica@gmail.com,michele,lambert
universidad tecnológica nacional,técnico para bioterios,2020-12-20,male,51,kilometro 77,bradley90@gmail.com,anthony,davenport
universidad tecnológica nacional,diseño industrial,2020-12-22,male,99,calle larga vieja,logandonna@gmail.com,william,blake
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-15,male,77,caseros,charleswhitehead@hotmail.com,travis,moore
universidad tecnológica nacional,licenciatura en sociología,2021-01-05,male,116,buena nueva,xharris@yahoo.com,kevin,atkinson
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-09,male,111,el jumeal,nashjoel@hotmail.com,ryan,roberts
